cityState,visits,lat,lon,isCTR
"Salem, NH",14,-71.2008933,42.7884226,FALSE
"Salisbury, MA",2,-70.8606083,42.8417577,FALSE
"Salisbury, NH",5,-71.717377,43.380099,FALSE
"Sandown, NH",4,-71.1870053,42.928698,FALSE
"Saranac Lake, NY",4,-74.131279,44.329497,FALSE
"Schenectady, NY",5,-73.9395687,42.8142432,FALSE
"South Hamilton, MA",2,-70.878661,42.6070387,FALSE
"South Portland, ME",6,-70.2408811,43.6414716,FALSE
"Southwick, MA",7,-72.7703724,42.0548167,FALSE
"Staten Island, NY",2,-74.1496048,40.5834557,FALSE
"Strafford, NH",3,-71.0399927,43.3312505,FALSE
"Sullivan, NH",8,-72.2209182,43.0131353,FALSE
"Suncook, NH",2,-71.4531241,43.130638,FALSE
"Swampscott, MA",5,-70.9171507,42.4699241,FALSE
"Swanzey, NH",2,-72.2817518,42.8698041,FALSE
"Tacoma, WA",2,-122.4398746,47.2495798,FALSE
"Tamworth, NH",4,-71.263504,43.860277,FALSE
"Temple, NH",12,-71.851566,42.818603,FALSE
"Townsend, MA",31,-71.7050718,42.6667555,FALSE
"Tyngsboro, MA",42,-71.44378,42.619195,FALSE
"Waterville, ME",2,-69.6317121,44.5520105,FALSE
"Weare, NH",21,-71.73111,43.094966,FALSE
"Wellesley Hills, MA",2,-71.2770514,42.3104264,FALSE
"West Townsend, MA",4,-71.7403506,42.6775885,FALSE
"Westford, MA",48,-71.4378411,42.5792583,FALSE
"Whitefield, NH",2,-71.61026,44.373441,FALSE
"Wilton, NH",127,-71.7350741,42.843419,FALSE
"Winchester, MA",2,-71.1369982,42.4523178,FALSE
"Windham, NH",30,-71.304229,42.8006441,FALSE
"Windsor, VT",7,-72.5944539,43.5480465,FALSE
"Woburn, MA",4,-71.1522766,42.4792618,FALSE
"Woodbridge, VA",2,-77.2497049,38.6581723,FALSE
Merrimack Altitude,NA,42.848935,-71.494521,TRUE
